,datetime,text,cleanTweet,emotion
1487,2023-01-02 14:30:55,b'ceh Kezia_ChiBi jaga kesehatan yaaa :))',ceh jaga sehat yaa,1
1488,2023-01-02 14:30:50,"b'Hasil evaluasi jam masuk ASN, jam masuk sekolah dan layanan kesehatan di Kabupaten Jember kembali ke jam 7 pagi. Hal ini dilakukan setelah menerima masukan OPD dan evaluasi selama masa uji coba selama bulan Desember 2022 kemarin.\nhttps://t.co/yB1j06JLk2 https://t.co/BQQ1QBEwms'",hasil evaluasi jam masuk asn jam masuk sekolah layan sehat kabupaten jember jam pagi laku terima masuk opd evaluasi lama masa uji coba lama bulan desember,2
1489,2023-01-02 14:30:33,b'@tanyakanrl Bersyukur. Karna masih diberi umur dan kesehatan buat ngeliat indahnya langit',syukur karna beri umur sehat buat ngeliat indah langit,1
1490,2023-01-02 14:30:20,"b'Daging bebek kaya kandungan mineral, salah satunya mineral tembaga yang berperan dalam menjaga kesehatan fisik sekaligus mental kita tetap stabil'",daging bebek kaya kandung mineral salah satu mineral tembaga peran jaga sehat fisik sekaligus mental tetap stabil,2
1491,2023-01-02 14:29:28,"b'Alhamdulillah bisa bersilaturohmi dg habib Muhammad dan Dr. Dian  dan crew, semoga kita semua diberi kesehatan lahir dan bathin \xf0\x9f\x99\x8f\xf0\x9f\x99\x8f\xf0\x9f\x87\xbe\xf0\x9f\x87\xaa https://t.co/l3O6wIx7QP'",alhamdulillah bersilaturohmi habib muhammad dian crew moga semua beri sehat lahir bathin,2
1492,2023-01-02 14:29:13,"b'@registaco resign\'o ae coach, di\'eman awak\'e, hawane indonesia lagi mendung udan moro"" panas gak apik gawe kesehatan, eman anak bojo sisan coach'",ae coach hawane indonesia mendung udan moro panas apik gawe sehat eman anak bojo sis coach,2
1493,2023-01-02 14:29:04,"b'RT @Bambangelf: Aku kenal Bekti sejak dia masih sangat muda. Anak yg baik, Pekerja keras, dan sangat peduli kesehatan. Dia pasti udh punya\xe2\x80\xa6'",aku kenal bekti sejak sangat muda anak baik kerja keras sangat peduli sehat udh,2
1494,2023-01-02 14:29:03,"b'Thx @S_SiscaJKT48 atas es er nya,ga sempet ss tadi lg di toilet.Seru bgt nontonnya tadi,oke dehh jaga kesehatan kamu dan ku tunggu km pulang ke Jakarta alias ga sabar mau ke teater lg.'",thx atas es er sempet ss tadi lg bgt nontonnya dehh jaga sehat kamu ku tunggu km pulang jakarta alias ga sabar mau teater lg,2
1495,2023-01-02 14:28:48,"b'@dothebestty Done kak, semoga kakak ditahun 2023 ini diberikan keberkahan kesehatan, kebahagiaan, dilancarkan segala urusannya, dan dilimpahkan rejekinya, Aamiin.\nSemoga ditahun ini aku dan teman sekelas dilancarkan ujiannya, dimudahkan soal ujiannya, &amp; mendapat nilai yang maksimal, Aamiin https://t.co/nhdA4FdMJs'",done kak moga kakak tahun beri berkah sehat bahagia lancar segala urus limpah rejekinya tahun aku teman kelas lancar uji mudah soal uji dapat nilai maksimal aamiin,2
1496,2023-01-02 14:28:38,"b'Penting utk menciptaka ketahanan dan kedaulatan kesehatan di Indonesia, Mas @erickthohir bersama Yayasan BUMNnya memeberikan bantuan kpd semua daerah di Indonesia scra merata\n#BangkitBersamaET https://t.co/XqVp5APg02'",penting utk menciptaka tahan daulat sehat indonesia mas sama yayasan bumnnya memeberikan bantu kpd semua daerah indonesia scra,2
1497,2023-01-02 14:28:30,b'Heru Budi memberikan beasiswa kepada anak tenaga kesehatan.\n\n#merahputihcom #HeruBudi #beasiswa #tenagakesehatan #kesehatan \n\nhttps://t.co/5EqJsPtiUo',heru budi beri beasiswa anak tenaga,2
1498,2023-01-02 14:27:52,b'Jual Alat Kesehatan  Titisan #AlatKesehatan  #perbaikanalatkesehatan #furniturkesehatan',jual alat sehat titis,0
1499,2023-01-02 14:27:48,b'@hao_theonlywon wkwk jaga kesehatan ya kakkk karna mereka masi butuh duit kita\xf0\x9f\x98\xad\xf0\x9f\x99\x8f\xf0\x9f\x98\xad',wkwk jaga sehat kakk karna mas butuh duit,2
1500,2023-01-02 14:27:33,b'Surabaya Raih Penghargaan Kemenkes RI: Kota Surabaya menerima piagam penghargaan dari Kementerian Kesehatan Republik Indonesia (Kemenkes RI).\xc2\xa0\n\nbaca selengkapnya di berita rmoljatim : Surabaya Raih Penghargaan Kemenkes RI  \n\n#rmoljatim #rmol #rmolid\xe2\x80\xa6 https://t.co/jklMZ35VTn',surabaya raih harga kemenkes kota surabaya terima piagam harga menteri sehat republik indonesia lengkap berita rmoljatim surabaya raih harga kemenkes ri,2
1501,2023-01-02 14:27:31,"b'@ArumMel39111939 selamat malam  Adik tersayang, mimpi indah, tidurlah dengan nyenyak, senang ngobrol  Dengan Adik Arum yang Cantik, Jaga diri, Jaga kesehatan, Terima kasih, Sampai Jumpa lagi, besok pagi bangun dengan Tubuh yang Sehat, Kuat ya \xf0\x9f\x91\x8d\xf0\x9f\x91\x8d\xf0\x9f\x91\x8d\xf0\x9f\x91\x8d\xf0\x9f\x91\x8d\xf0\x9f\x91\x8d\xf0\x9f\x91\x8d\xf0\x9f\x91\x8d\xf0\x9f\x91\x8d\xf0\x9f\x91\x8d\xf0\x9f\x91\x8d\xf0\x9f\x91\x8d\xf0\x9f\x91\x8d\xf0\x9f\x91\x8d'",selamat malam adik sayang mimpi indah tidur nyenyak senang ngobrol adik arum cantik jaga diri jaga sehat terima kasih jumpa besok pagi bangun tubuh sehat kuat,2
1502,2023-01-02 14:27:07,b'Pemerintah telah resmi mencabut pemberlakuan pembatasan kegiatan masyarakat (PPKM). Padahal Kementerian Kesehatan menyatakan Indonesia masih berstatus pandemi COVID-19. Di sisi lain banyak generasi yang memanfaatkan layanan paykater. Selengkapnya di channel MMC! https://t.co/eSsSoM2pas',perintah resmi cabut laku batas giat masyarakat padahal menteri sehat nyata indonesia status pandemi sisi banyak generasi manfaat layan paykater lengkap channel,1
1503,2023-01-02 14:27:06,"b""@07thaelvs Done, thanks you ya ka udah berbaik hati mengadakan give ini, harapan'a semoga kita semua paling utama diberikan kesehatan, karir yang lebih bersinar ,dapat berjumpa dgn idola kita masing2 lebih sering lagi,meskipun tdak 100% sesuai harapan kita setidak'a lbh baik dr tahn kemaren""",b done thanks you ka udah baik hati ada give moga semua paling utama beri sehat karir lebih sinar jumpa idola masing2 lebih sering tdak sesuai harap lbh baik tahn kemaren,2
1504,2023-01-02 14:27:05,"b'RT @OposisiCerdas: Video Lama Indra Bekti Promosikan BPJS Kesehatan Kembali Viral, Warganet Heran: Punya BPJS Tapi Galang Dana Pengobatan\nh\xe2\x80\xa6'",video lama indra bekti promosi bpjs sehat viral warganet punya bpjs galang dana,2
1505,2023-01-02 14:26:37,"b'@itoshizrin darel lucu bgt, makasih ya perhatiannyaa. hariku flat bgt sih, kalo darel gimana?? noted noted, darel jaga kesehatan ya biar gak sakit'",darel lucu bgt makasih perhatiannyaa hari flat bgt sih kalo darel gimana noted noted darel jaga sehat biar sakit,2
1506,2023-01-02 14:26:13,b'@notyoursinx Lain kali aja kalo gitu karena kesehatan ttp yg utama \xf0\x9f\x91\x8d\xf0\x9f\x8f\xbb',kali aja kalo gitu sehat ttp utama,1
1507,2023-01-02 14:26:04,b'Berikut Daftar Buah yang Bagus untuk Diet https://t.co/P8zQfF9kw6 #Kesehatan #BeritaBaru #BeritaBaruJatim #BeritaJatim #Beritabaruco https://t.co/tmJXKxUrOp',ikut daftar buah bagus diet,1
1508,2023-01-02 14:25:52,b'shaniajkt48 haii kesayangan jaga kesehatan ya',shaniajkt48 hai sayang jaga sehat,2
1509,2023-01-02 14:25:21,"b'@worksfess nderr, semoga kamu (n sekeluarga) diberi kesehatan selalu sama Allah yaa, (aamiin).\n\nsemoga kebutuhanmu (hari-harimu) selalu Allah penuhi, \nsemoga Allah kasih (jalan) pemasukan dari sumber lain juga.'",nderr moga kamu beri sehat selalu sama allah yaa butuh selalu allah penuh allah kasih pasu sumber,2
1510,2023-01-02 14:25:16,"b'dijelasin kalo aborsi merupakan salah suatu tindak pidana, kaya di pasal 346, 347, dan 348.. pelarangan aborsi juga diatur di pasal 75 ayat 1 UU no.36 tahun 2009 tentang kesehatan, tapiii di pasal 75 ayat 2 juga disebutkan bahwa terdapat beberapa pengecualian atas larangan\xe2\x80\x94'",dijelasin kalo aborsi rupa salah suatu tindak pidana kaya pasal larang aborsi atur pasal ayat uu tahun sehat tapi pasal ayat sebut dapat beberapa kecuali atas,2
1511,2023-01-02 14:25:00,b'@blogdokter Masa artis ga punya Asuransi Kesehatan ?',masa artis ga punya asuransi sehat,2
1512,2023-01-02 14:24:59,"b'@thvevee Thanks buat GA nya kak. Semoga kakak banyak rejeki, diberi kesehatan dan kebahagiaan \xf0\x9f\x98\x87'",thanks buat ga nya kak moga kakak banyak rejeki beri sehat bahagia,2
1513,2023-01-02 14:24:56,"b'0811-3753-55 (TERLARIS), Grosir Alat Kesehatan Terlengkap Langkaplancar#GrosirAlatKesehatanTerlengkapLangkaplancar https://t.co/SP0mZV43U4'",grosir alat sehat lengkap,0
1514,2023-01-02 14:24:31,"b'@_haejiuhuy semoga cepet sembuh ibunyaa wawaa,kamu juga jaga kesehatan ya,semangat\xf0\x9f\xa4\x8d\xf0\x9f\xa4\x8d'",moga cepet sembuh ibunyaa jaga sehat,1
1515,2023-01-02 14:24:22,"b'Oh iyaa satu lagi\nDoakan mereka dengan ikhlas tiap malam\n\nSemoga papa mama diampuni dosa-dosanya dan bisa berdamai dengan trauma, sakit hati, melepaskan dendam\n\nSemoga mereka dikaruniai kesehatan yg baik dan umur panjang\n\nSemoga hati dan hari mereka diisi oleh ketenangan'",iyaa satu ikhlas tiap papa mama ampun damai trauma sakit hati lepas karunia sehat baik umur hati hari isi tenang,2
1516,2023-01-02 14:24:20,"b'@bujas__ @rgoestama Mantab pak\n\nKebetulan sy kerja di asuransi hehe\nMmg ada asuransi kesehatan yg Tradisional, tapi jarang ada yg mau, karna preminya naik tiap tahunnya.\n\nTapi ya lagi2 ke pertanyaan awal, memang ada sih'",mantab sy kerja asuransi asuransi sehat tradisional jarang mau karna premi naik tiap lagi2 tanya awal memang sih,2
1517,2023-01-02 14:24:18,b'RT @1trenggalek: \xe2\x80\x9cSelamat tahun baru. Terima kasih atas pelaksanaan tugas tahun 2022 kemarin. Semoga di tahun ini kita semua selalu di karu\xe2\x80\xa6',tahun baru terima kasih atas laksana tugas tahun kemarin moga tahun semua selalu,1
1518,2023-01-02 14:24:15,"b'Depresi: Kurang Mengkaji Islam?\n\nIndonesia memang sedang darvrat kesehatan mental! Bvnvh diri kembali terjadi, kali ini oleh siswa kelas 3 SMA di Ngoro, Mojokerto, Jawa Timur. Kenapa ya kasus 8vnuh diri makin marak, dan menj4ngkiti semua kalangan? \nhttps://t.co/JTeUIPBYkV https://t.co/pCjD0CtKDZ'",kurang kaji memang sedang darvrat sehat bvnvh diri jadi kali siswa kelas sma ngoro mojokerto jawa timur kasus diri makin marak menj4ngkiti semua kalang,2
1519,2023-01-02 14:24:01,"b'Demikian disampaikan Menteri Kesehatan (Menkes) Budi Gunadi Sadikin dalam keterangannya setelah rapat terbatas yang diPimpin oleh Presiden @jokowi di Istana Merdeka, Jakarta, pada Senin 2 Januari 2023 https://t.co/jlo8gJG2E4'",sampai menteri sehat budi gunadi sadikin terang rapat batas pimpin presiden istana merdeka jakarta senin januari,2
1520,2023-01-02 14:23:30,"b'ALPUKAT &amp; ASAM LAMBUNG\n\nAlpukat menjadi salah satu buah yang kaya nutrisi. Tidak hanya membantu menurunkan berat badan dan menjadi makanan sehat yang baik kamu konsumsi, alpukat memiliki segudang manfaat lain untuk kesehatan tubuh. Salah satunya adalah alpukat untuk asam lambung. https://t.co/nbXZhcCMu0'",alpukat asam jadi salah satu buah kaya nutrisi bantu turun berat badan jadi makan sehat baik kamu konsumsi alpukat milik gudang manfaat sehat tubuh salah satu alpukat asam lambung,2
1521,2023-01-02 14:23:28,"b'@nyaetherr WANGI BANGET KAKKKK SAMPAI 13 KALI. \xf0\x9f\xa7\x8e\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f\xf0\x9f\xa7\x8e\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f Selamat bisa pulangin semua yang dimau (moga sampai 20 lebih kali ya), semoga nular deh wanginya hehhehshehhe. Anw, terima kasih kak Omii untuk kesempatannya (aku mau e-money), semoga selalu diberi kesehatan dan disertai kebahagiaan. \xf0\x9f\xa4\x8d'",wangi banget kakk kali selamat pulangin semua mau lebih kali moga nular deh wangi hehhehshehhe anw terima kasih kak omii sempat mau moga selalu beri sehat serta bahagia,2
1522,2023-01-02 14:23:13,b'@cllnas loh...jaga kesehatan &amp; be happy ya cell',sehat be happy cell,2
1523,2023-01-02 14:23:01,"b'@Vomgue kesehatan nomer satu, tenang aja'",sehat nomer satu tenang aja,2
1524,2023-01-02 14:22:55,"b'@burgir86 @rgoestama Sama2 pak, saya juga planning tambah asuransi kesehatan murni karena udah ada asuransi jiwa murni dan unitlink'",sama2 pak planning tambah asuransi sehat murni udah asuransi jiwa murni unitlink,2
1525,2023-01-02 14:22:54,"b'@sooyassquad HAPPY BIRTHDAY JISOO\n\nDoa ku, bertambah lah kuat cinta ku. Semoga selalu bahagia apapun itu \xf0\x9f\xa5\xba jaga kesehatan selalu \xf0\x9f\xa4\x8d'",happy birthday ku tambah lah kuat cinta ku moga selalu bahagia apa jaga sehat selalu,2
1526,2023-01-02 14:22:32,b'RT @IDNTimesSumut: [BREAKING] Kantor BPJS Kesehatan Sumut-Aceh di Medan Terbakar https://t.co/NivaFoqJSe',kantor bpjs sehat medan bakar,2
1527,2023-01-02 14:22:32,b'RT @Popmama_com: Indra Bekti ditemani oleh istri tercinta dan sahabatnya selama dirawat di rumah sakit https://t.co/Wr9kzWuQCs',indra bekti tani istri cinta sahabat lama rawat rumah sakit,1
1528,2023-01-02 14:22:32,"b'@indocringe_ Tolong kalo mabok jgn siang\xe2\x80\x9d kak, ga baik untuk kesehatan.'",kalo mabok jgn kak ga baik sehat,2
1529,2023-01-02 14:22:17,"b'LINGKAR SULAWESI https://t.co/Wq9ZQhVcJU\n\nBeberapa bulan terakhir pada tahun 2022 banyak daerah dilanda krisis, mulai dari krisis kesehatan seperti covid dan PMK sampai krisis lainnya seperti ekonomi dan bencana alam.\n\nhttps://t.co/I4ksyIZffx https://t.co/AfzPzLsmDx'",lingkar sulawesi bulan akhir tahun banyak daerah landa krisis mulai krisis sehat covid pmk krisis lain ekonomi bencana,1
1530,2023-01-02 14:22:15,b'Jual Alat Kesehatan  Semplak #AlatKesehatan  #perbaikanalatkesehatan #furniturkesehatan',jual alat sehat semplak,1
1531,2023-01-02 14:22:14,"b'@_haejiuhuy Semoga cepet sembuh buat ibunya wawaaa, Wawa juga jaga kesehatan'",moga cepet sembuh buat ibu wawaa wawa jaga sehat,1
1532,2023-01-02 14:22:09,"b'@dinskuyyys Izin ikutan ya kak, terima kasih sebelumnya, semoga kakak diberikan keberkahan kesehatan, kebahagiaan, kebaikan yang lebih melimpah lagi, dilancarkan segala urusannya, dan dilimpahkan rejekinya, aamiin \xf0\x9f\x92\x9a Bismillahirrahmanirrahim wml mas jaehyun yuk bisa yuk kerumah baru eheh\xf0\x9f\x92\x85 https://t.co/4EdOfz14D5'",izin ikut kak terima kasih belum moga kakak beri berkah sehat bahagia baik lebih limpah lancar segala urus limpah rejekinya aamiin bismillahirrahmanirrahim wml mas jaehyun yuk yuk rumah baru,2
1533,2023-01-02 14:22:05,b'[BREAKING] Kantor BPJS Kesehatan Sumut-Aceh di Medan Terbakar https://t.co/NivaFoqJSe',kantor bpjs sehat medan bakar,2
1534,2023-01-02 14:21:45,"b'@ejaahat not bad 2, btw btw btw jangan lupa buat istirahat &amp; jaga kesehatan yaa, have a great night! \xf0\x9f\x8c\xb7'",not bad btw btw btw jangan lupa buat istirahat jaga sehat yaa have a great,2
1535,2023-01-02 14:21:31,"b'Menikmati saat-saat kebersamaan dengan Apa sebelum kembali ke Bogor. Demi pemulihan dan kesehatan, Apa lebih baik memang di Bogor daripada di sini. Sebagai anak tentu akan mendukung agar Apa kembali sehat.\n\nAlhamdulillah, Ibu selalu sabar dalam menjalani perannya sebagai istri.'",nikmat sama apa bogor pulih sehat apa lebih baik memang bogor sini anak dukung apa ibu selalu sabar jalan peran istri,2
1536,2023-01-02 14:21:24,"b'@hs_meliala Semoga Tuhan Beserta kita ,diberi kekuatan kesehatan keselamatan juga rejeki yang berkah'",moga tuhan serta beri kuat sehat selamat rejeki berkah,1
1537,2023-01-02 14:21:10,"b'RT @yovimidita: Aku juga pernah tuh ngerasain pas marah atau panik tu rasanya sesek gitu, trnyata emang berpengaruh sm kesehatan yaw\n\n#Karm\xe2\x80\xa6'",aku pernah tuh ngerasain pas marah panik tu rasa sek gitu trnyata emang pengaruh sm sehat,2
1538,2023-01-02 14:19:32,"b'Vape Disebut Berbahaya bagi Kesehatan Jantung, Peneliti: Ribuan Bahan Kimia Telah Diidentifikasi https://t.co/rVOcRyyEWd'",vape sebut bahaya sehat jantung ribu bahan kimia identifikasi,2
1539,2023-01-02 14:19:32,"b'@Apriyadi_sardi Salam Sahabat. Saat ini berobat dapat memakai KTP dengan menunjukan nomor NIK KTP pada Fasilitas kesehatan. Apabila membutuhkan kartu fisik, Sahabat dapat cetak secara mendiri melalui aplikasi Mobile JKN. Terima kasih. :) -esco'",salam sahabat obat pakai ktp tunjuk nomor nik ktp fasilitas sehat apabila butuh kartu fisik sahabat cetak diri lalu aplikasi mobile jkn terima kasih,2
1540,2023-01-02 14:19:21,b'@svnflowrss heem nana.. km jaga kesehatan ya! disana cuacanya dingin jg nggak https://t.co/yqMlK1sTxO',heem nana km jaga sehat sana cuaca dingin jg,2
1541,2023-01-02 14:19:04,"b'RT @SaintChyril: Perkara Asuransi cuma bayar 10%.. Hey, asuransi itu perusahaan keuangan yang bertujuan meraih profit, bukan lembaga bantua\xe2\x80\xa6'",perkara asuransi cuma bayar hey asuransi usaha uang tuju raih profit bukan lembaga,2
1542,2023-01-02 14:19:02,"b'@yoonkook03 udah juga. \ntolong malam ini jangan tidur terlalu larut dalam, jaga kesehatan dan be happy, naa!'",udah malam jangan tidur terlalu larut jaga sehat be happy,2
1543,2023-01-02 14:18:28,"b'Selamat malam @BNICustomerCare , ada oknum yang mengaku sebagai BPJS Kesehatan berusaha menipu orang melalui WhatsApp. \n\nMohon bantuannya untuk diperiksa nomor rekening yang ada pada gambar, 8408001299393012, dan dilacak pemiliknya. https://t.co/dFXRboWoP0'",selamat malam oknum aku bpjs sehat usaha tipu orang lalu whatsapp bantu periksa nomor rekening gambar lacak milik,2
1544,2023-01-02 14:18:28,"b'@bedazzlingyou Done, izin ikutan ya kak, terima kasih sebelumnya semoga kakak diberikan keberkahan kesehatan, kebahagiaan, dilancarkan segala urusannya, dan dilimpahkan rejekinya aamiin. Bismillahirrahmanirrahim wml \xf0\x9f\x92\x9a https://t.co/T4Zff6xw1p'",done izin ikut kak terima kasih belum moga kakak beri berkah sehat bahagia lancar segala urus limpah rejekinya aamiin bismillahirrahmanirrahim wml,1
1545,2023-01-02 14:18:27,"b'0811-3753-55 (TERLARIS), Grosir Alat Kesehatan Terlengkap Kalipucang#GrosirAlatKesehatanTerlengkapKalipucang https://t.co/LSQ10ijE7z'",grosir alat sehat lengkap,0
1546,2023-01-02 14:18:17,b'@nnbiels @carisabcd Harapannya Semoga Tahun ini bisa selalu diberikan kesehatan dan kebahagiaan terus sama dijauhkan dari hal-hal yang tidak diinginkan \xf0\x9f\x98\xbb\xf0\x9f\xa4\x97\xe2\x9c\xa8',harap moga tahun selalu beri sehat bahagia terus sama jauh ingin,2
1547,2023-01-02 14:18:15,"b'@fakhriwardan Banyak banget fallacy itu cara fikirnya, kalo semua buka donasi, gmn yg beneran butuh? Yg beneran kerja keras demi bisa dapet akses kesehatan gimana? Pada lupa pelajaran PPKN emang \xf0\x9f\x98\xa2'",banyak banget fallacy cara fikirnya kalo semua buka donasi gmn beneran butuh beneran kerja keras dapet akses sehat gimana lupa ajar ppkn emang,2
1548,2023-01-02 14:17:40,b'@BPJSKesehatanRI Lalu ketika datang ke RS atau puskesmas sekarang tidak menunjukkan kartu BPJS kesehatan nya lagi ya',lalu datang rs puskesmas sekarang tunjuk kartu bpjs sehat nya,2
1549,2023-01-02 14:17:36,b'@noire172 Semoga diberi kesehatan dan kelancaran selama perjalanan berangkat-pulang dan ketika menjalankan ibadah....Amiin Ya Robbal Alamiin....\xf0\x9f\x99\x8f',moga beri sehat lancar lama jalan jalan robbal,0
1550,2023-01-02 14:17:36,"b'mengorkrestasikan seluruh komponen yang ada untuk menangani _stunting_,\xe2\x80\x9d tambahnya.\n\nLebih lanjut, Dony menuturkan bahwa aplikasi Simpati tersebut selanjutnya akan diberikan kepada pemerintah melalui Kementerian Kesehatan agar dapat direplikasi oleh daerah lain. https://t.co/GmpegKS6ot'",mengorkrestasikan seluruh komponen tangan lanjut dony tutur aplikasi simpati sebut lanjut beri perintah lalu menteri sehat direplikasi daerah,2
1551,2023-01-02 14:17:19,b'@coupsjjang same goes to you kak giaa&lt;3 semangat ya jaga kesehatan jugaa',same goes to you kak semangat jaga sehat jugaa,2
1552,2023-01-02 14:17:14,b'@mobiqle Lahh kok gituu. Kalau kata dokter mah gak baik buat kesehatan',lahh kok gituu kalau kata dokter mah baik buat sehat,2
1553,2023-01-02 14:17:12,"b'RT @airlangga_hrt: Saya dan Ibu Yanti Airlangga, mewakili seluruh jajaran Kantor Menko Perekonomian RI, serta mewakili segenap keluarga bes\xe2\x80\xa6'",ibu yanti airlangga wakil seluruh jajar kantor menko ekonomi ri wakil segenap keluarga,2
1554,2023-01-02 14:16:41,"b'@tanyakanrl Vaseline ukuran seperti di gambar gak semurah itu nder, aku beli di guardian harganya 35k an dan di indo/Alfa malah 39k hampir 40k an jadi mending beli di toko kosmetik terdekat demi kesehatan.'",vaseline ukur gambar murah nder aku beli guardian harga an malah hampir an jadi mending beli toko kosmetik dekat sehat,2
1555,2023-01-02 14:16:37,b'Jual Alat Kesehatan  Prianganjaya #AlatKesehatan  #perbaikanalatkesehatan #furniturkesehatan',jual alat sehat prianganjaya,0
1556,2023-01-02 14:16:26,"b'Demikian disampaikan Menteri Kesehatan (Menkes) Budi Gunadi Sadikin dalam keterangannya setelah rapat terbatas yang dipimpin oleh Presiden Joko Widodo di Istana Merdeka, Jakarta, pada Senin, 2 Januari 2023. https://t.co/0qTApptCqi'",sampai menteri sehat budi gunadi sadikin terang rapat batas pimpin presiden joko widodo istana merdeka jakarta senin januari,2
1557,2023-01-02 14:16:18,b'Pendekatan psikoedukasi pra-Ramadhan dapat mencegah risiko komplikasi pada anak dan remaja dengan diabetes melitus tipe 1 saat berpuasa. Langkah ini disertai juga dengan kontrol metabolik dan pemantauan gula darah.\n\nhttps://t.co/zcKDUAwQu0\n\n #Kesehatan #AdadiKompas',dekat psikoedukasi cegah risiko komplikasi anak remaja diabetes melitus tipe puasa langkah serta kontrol metabolik pantau gula,2
1558,2023-01-02 14:16:12,"b'Sebagai artis yang masih kerap wara-wiri di televisi, Anwar BAB dituntut selalu tampil sehat dan bersih di layar kaca. Karena itulah, aktor dan presenter itu selalu rutin melakukan perawatan tubuh dan kesehatan\n\n#MedcomID\n\n https://t.co/b8fnoH6mwt via @medcom_id'",artis kerap televisi anwar bab tuntut selalu tampil sehat bersih layar kaca aktor presenter selalu rutin laku awat tubuh via,2
1559,2023-01-02 14:16:05,"b'2.500 IDR || \xe2\x82\xb1 \xe2\x80\xa2 1 hours \xf0\x9f\x8c\x9b\n\n\xe2\x80\xa2 rep ""semoga sponsor dan kedua orang tua nya selalu diberikan kesehatan, dimudahkan rezekinya, dan bahagia selalu. aamiin""\n\ndraw via @sweenpi'",idr hours rep moga sponsor dua orang tua nya selalu beri sehat mudah rezeki bahagia selalu via,2
1560,2023-01-02 14:16:00,"b'@childejawa its alright kak iel. smgt terus ya kak, jaga kesehatan pokoknyaa'",its alright kak iel smgt terus kak jaga sehat pokoknyaa,2
1561,2023-01-02 14:15:45,b'Pemerintah Indonesia mencabut aturan PPKM di tengah membeludaknya kasus Covid-19 di China. Menteri Kesehatan Budi Gunadi menyebut 3 varian baru Covid-19 di Indonesia sudah terkendali. https://t.co/ZmQeS8VyVv',perintah indonesia cabut atur ppkm tengah beludak kasus china menteri sehat budi gunadi sebut varian baru indonesia kendali,2
1562,2023-01-02 14:15:29,b'C_MichelleJKT48 Hai Michelle Dapat Salam For FantasticOF48 Jaga Kesehatan ya :D ^^ Arigato #11',hai michelle salam for fantasticof48 jaga sehat arigato,2
1563,2023-01-02 14:15:22,b'@SalaamIndonesia Semoga kita smua masih diberikan kesehatan dan umur yang panjang untuk bertemu dengan bulan suci ramadhan',moga smua beri sehat umur panjang temu bulan suci ramadhan,2
1564,2023-01-02 14:14:57,"b'RT @caratstalk: kesempatan, semoga di 2023 rezeki berupa uang, waktu, dan kesehatan dikasih lebih banyak ya dan ada buat seventeen. Aamiin.\xe2\x80\xa6'",sempat moga rezeki upa uang waktu sehat kasih lebih banyak buat seventeen,2
1565,2023-01-02 14:14:53,"b'Bahaya Menahan BAB bagi Kesehatan, Ternyata Bisa Picu Penyakit Berbahaya! https://t.co/f0qRUmMdJn'",bahaya tahan bab sehat nyata picu sakit,2
1566,2023-01-02 14:14:51,"b""Happy Birthday uri Chuu \xf0\x9f\xa5\xba\nWishnya gak banyak, smg seiringnya tambah usia selalu diberi kesehatan, always happy for you. Semoga debut solonya sukses, can't wait. Love U \xf0\x9f\x98\x98\n\nHAPPY BIRTHDAY JISOO\n#ShiningStarJISOODay\n#\xea\xb0\x84\xed\x8c\x90\xec\x98\xac\xeb\xa6\xac\xea\xb3\xa0_\xeb\xac\xb8\xec\x97\xb4\xec\x96\xb4\xeb\x9d\xbc_\xec\xa7\x80\xec\x88\x98_\xec\x83\x9d\xec\x9d\xbc\xec\x9d\xb4\xeb\x8b\xa4 \n#JISOO #BLACKPINK @BLACKPINK https://t.co/VN42hwVUhj""",birthday uri chuu banyak smg iring tambah usia selalu beri sehat always happy for you moga debut solo sukses wait love u birthday,1
1567,2023-01-02 14:14:04,"b'Peduli Kesehatan, Bupati Bojonegoro Bersih-bersih Pasar https://t.co/oZi2W6I7Ct #Daerah #BeritaBaru #BeritaBaruJatim #BeritaJatim #Beritabaruco https://t.co/sGrwYcQAsq'",peduli sehat bupati bojonegoro pasar,2
1568,2023-01-02 14:13:47,"b'Status Sehat Bermasalah adalah dimana Seseorang Merasa Sehat, namun setelah Cek di Lab. Memiliki Beberapa Masalah #Kesehatan'",status sehat masalah orang rasa sehat cek lab milik beberapa masalah,1
1569,2023-01-02 14:13:39,"b'@uwuunoona @sugar_noona00 @nyiurpalem Done, izin ikutan ya kak\nBismillahirrahmanirrahim wml, terima kasih sebelumnya untuk kakak2, semoga diberikan keberkahan kesehatan dan kebahagiaan, untuk usahanya dilancarkan segala urusannya dan dilimpahkan rejekinya aamiin \xf0\x9f\x92\x9a\nProof \xe2\xac\x87\xef\xb8\x8f https://t.co/9LIFMsAOdX'",done izin ikut wml terima kasih belum kakak2 moga beri berkah sehat bahagia usaha lancar segala urus limpah rejekinya aamiin,2
1570,2023-01-02 14:13:37,"b'@tanyakanrl Diberi kesehatan slalu, dapat kerjaan, jodoh yg serius, rezeki lancar, panjang umur. Aamiin'",beri sehat slalu kerja jodoh serius rezeki lancar panjang umur aamiin,1
1571,2023-01-02 14:13:25,"b""kata gue lagu NewJeans 'OMG' mengangkat isu kesehatan mental pada remaja \xf0\x9f\x98\x8c""",gue lagu newjeans omg angkat isu sehat mental remaja,0
